index,name,rating,category,price,address,city,zipcode,country,full_address,image_url,phone,latitudes,longitudes
92,Charlie's Pizzeria,4.0,Pizza,$,386 Prospect St,East Hartford,6108,US,"Charlie's Pizzeria, 386 Prospect St, East Hartford, CT 06108, ",https://s3-media1.fl.yelpcdn.com/bphoto/DfVWpU0H2L_MqAUvdUSvDw/o.jpg,(860) 528-0111,41.7707777,-72.6497085
93,Cheek's Chicken & Waffles,3.5,Chicken Wings,,1257 Main St,East Hartford,6108,US,"Cheek's Chicken & Waffles, 1257 Main St, East Hartford, CT 06108, ",https://s3-media2.fl.yelpcdn.com/bphoto/oWGQ6TTb5enH5DoB-VYCeg/o.jpg,(860) 282-8980,41.7752066,-72.6401789
94,Chef's Dog House,4.0,Hot Dogs,$,337 Willard Ave,Newington,6111,US,"Chef's Dog House, 337 Willard Ave, Newington, CT 06111, ",https://s3-media2.fl.yelpcdn.com/bphoto/w9wvFuI74p9bJBMTCVYROA/o.jpg,(860) 667-3700,41.7100256,-72.7367992
95,Chicken City,4.0,Chicken Wings,,106 Sisson Ave,Hartford,6106,US,"Chicken City, 106 Sisson Ave, Hartford, CT 06106, ",https://s3-media3.fl.yelpcdn.com/bphoto/zCVpAojCDc5erJOeeyBtVg/o.jpg,(860) 236-2211,41.7612134,-72.70622929999999
96,Chick-fil-A,4.0,Fast Food,$,2941 Main St,Glastonbury,6033,US,"Chick-fil-A, 2941 Main St, Glastonbury, CT 06033, ",https://s3-media3.fl.yelpcdn.com/bphoto/n9KSVZl4SOrvlLsDgt1TtQ/o.jpg,(860) 633-0800,41.723593,-72.6153917
97,Chick-fil-A,4.0,Fast Food,$,509 New Park Ave,West Hartford,6110,US,"Chick-fil-A, 509 New Park Ave, West Hartford, CT 06110, ",https://s3-media1.fl.yelpcdn.com/bphoto/Bskc3g-4J2hCt7KnPsQA1g/o.jpg,(860) 461-1691,41.7396922,-72.7195528
98,Chili's,2.5,American (Traditional),$$,2855 Main St,Glastonbury,6033,US,"Chili's, 2855 Main St, Glastonbury, CT 06033, ",https://s3-media1.fl.yelpcdn.com/bphoto/qbavarX08-v6_-yqIqXgsg/o.jpg,(860) 657-2333,41.721303,-72.61507
99,China Garden,4.0,Chinese,,1 New Britain Ave,Hartford,6106,US,"China Garden, 1 New Britain Ave, Hartford, CT 06106, ",,(860) 727-0011,41.7469411,-72.6834693
100,China House,2.5,Chinese,$,498 Farmington Ave,Hartford,6105,US,"China House, 498 Farmington Ave, Ste A, Hartford, CT 06105",https://s3-media3.fl.yelpcdn.com/bphoto/laFJ0Zgxu_00tNPw6Kbjfg/o.jpg,(860) 523-5830,41.766827,-72.70818899999999
101,China House,3.0,Chinese,$,344 Franklin Ave,Hartford,6114,US,"China House, 344 Franklin Ave, Hartford, CT 06114, ",https://s3-media3.fl.yelpcdn.com/bphoto/JfRSuU-sE63f_Ak1U5Dguw/o.jpg,(860) 296-1393,41.7406777,-72.6755465
102,China Jade,2.5,Chinese,$,1954 Park St,Hartford,6106,US,"China Jade, 1954 Park St, Hartford, CT 06106, ",https://s3-media2.fl.yelpcdn.com/bphoto/remXtJP1-lcHGpe8R8WlgA/o.jpg,(860) 761-0378,41.756611,-72.711269
103,China King,3.0,Chinese,$,259 Sisson Ave,Hartford,6105,US,"China King, 259 Sisson Ave, Hartford, CT 06105, ",https://s3-media4.fl.yelpcdn.com/bphoto/e67UZFrQQ6wuVa_zWeqaZQ/o.jpg,(860) 236-9899,41.7661496,-72.7076003
104,China Kitchen,3.0,Chinese,$,162 Washington St,Hartford,6106,US,"China Kitchen, 162 Washington St, Hartford, CT 06106, ",https://s3-media3.fl.yelpcdn.com/bphoto/Xy4I1YbmxJZiVX7nrFHRoQ/o.jpg,(860) 278-6460,41.757606,-72.681967
105,Chipotle Mexican Grill,3.0,Mexican,$,140 Glastonbury Blvd,Glastonbury,6033,US,"Chipotle Mexican Grill, 140 Glastonbury Blvd, Ste 4, Glastonbury, CT 06033",https://s3-media3.fl.yelpcdn.com/bphoto/cSAnNR6PMMYwgfKO3XeW1w/o.jpg,(860) 652-9960,41.72037400000001,-72.6209659
106,Chipotle Mexican Grill,3.5,Mexican,$,1084 Silas Deane Hwy,Wethersfield,6109,US,"Chipotle Mexican Grill, 1084 Silas Deane Hwy, Wethersfield, CT 06109, ",https://s3-media2.fl.yelpcdn.com/bphoto/HE-wh2rfJ73QpxmKGfINtQ/o.jpg,(860) 257-9027,41.6926378,-72.65534079999999
107,Chipotle Mexican Grill,3.5,Mexican,$,966 Farmington Ave,West Hartford,6107,US,"Chipotle Mexican Grill, 966 Farmington Ave, West Hartford, CT 06107, ",https://s3-media1.fl.yelpcdn.com/bphoto/1HzZFNS9sV1L6dI74ZM-EA/o.jpg,(860) 586-8281,41.7618894,-72.7430722
108,Choice One Pizza,2.0,Pizza,,24 New Britain Ave,Hartford,6106,US,"Choice One Pizza, 24 New Britain Ave, Hartford, CT 06106, ",https://s3-media4.fl.yelpcdn.com/bphoto/xq9HXOde_i879sU6dLKhog/o.jpg,(860) 278-4334,41.7470596,-72.68433809999999
109,Chosen 1 Cajun Seafood,3.5,Seafood,,772 Park Ave,Bloomfield,6002,US,"Chosen 1 Cajun Seafood, 772 Park Ave, Bloomfield, CT 06002, ",https://s3-media4.fl.yelpcdn.com/bphoto/NPmsKtV1MQ1CZfLfPOkJLw/o.jpg,(860) 519-5654,41.8291045,-72.7319519
110,Chosen 1 Cajun Seafood,3.5,Cajun/Creole,,2074 Park St,Hartford,6106,US,"Chosen 1 Cajun Seafood, 2074 Park St, Hartford, CT 06106, ",https://s3-media2.fl.yelpcdn.com/bphoto/jxGqG-I9WJeMut5H2L7zow/o.jpg,(860) 726-4089,41.7563712,-72.7137016
111,"Chris""s Pizza and Deli",2.5,Salad,$,85 Airport Rd,Hartford,6114,US,"Chris""s Pizza and Deli, 85 Airport Rd, Hartford, CT 06114, ",https://s3-media3.fl.yelpcdn.com/bphoto/ju6sZkosi795uJ6BnzB7lQ/o.jpg,(860) 296-0511,41.7380076,-72.66720289999999
112,Church & Main Delicatessen,3.5,Delis,$,20 Church St,Hartford,6103,US,"Church & Main Delicatessen, 20 Church St, Hartford, CT 06103, ",https://s3-media3.fl.yelpcdn.com/bphoto/8QhC5y0z0wlRHL3l7Ep3wg/o.jpg,(860) 246-8494,41.7691285,-72.6743379
113,Cisco's American Breakfast & Mexican Cuisine,4.0,Mexican,$,254 Hartford Ave,Newington,6111,US,"Cisco's American Breakfast & Mexican Cuisine, 254 Hartford Ave, Newington, CT 06111, ",https://s3-media3.fl.yelpcdn.com/bphoto/gJ2eKCQFnq-sbXDdElWMyA/o.jpg,(860) 666-0703,41.7185406,-72.71704489999999
114,City Pizza,3.5,Pizza,$$,498 Farmington Ave,Hartford,6105,US,"City Pizza, 498 Farmington Ave, Hartford, CT 06105, ",https://s3-media4.fl.yelpcdn.com/bphoto/Dp6CbZ5aXhPYL8KZodMaeA/o.jpg,(860) 236-2616,41.7668818,-72.7082028
115,Comerio,3.5,Spanish,$,158 Park St,Hartford,6106,US,"Comerio, 158 Park St, Hartford, CT 06106, ",https://s3-media2.fl.yelpcdn.com/bphoto/GYceTwjqylycwhCpi27RQw/o.jpg,(860) 246-0210,41.757624,-72.67874239999999
116,Concetta's Italian Restaurant,3.0,Italian,$$,22 Mountain Ave,Bloomfield,6002,US,"Concetta's Italian Restaurant, 22 Mountain Ave, Bloomfield, CT 06002, ",https://s3-media1.fl.yelpcdn.com/bphoto/80yyxdy-JMAolro7J2DwzQ/o.jpg,(860) 242-8949,41.8315772,-72.7416661
117,Connecticut Organic Pasta,5.0,American (New),,1142 New Britain Ave,West Hartford,6110,US,"Connecticut Organic Pasta, 1142 New Britain Ave, West Hartford, CT 06110, ",https://s3-media1.fl.yelpcdn.com/bphoto/t2Nueq63rhV75HdX9kc-hQ/o.jpg,(860) 308-2042,41.7332389,-72.7332428
118,Cookshop Plus,4.5,Coffee & Tea,$$,60 LaSalle Rd,West Hartford,6107,US,"Cookshop Plus, 60 LaSalle Rd, West Hartford, CT 06107, ",https://s3-media3.fl.yelpcdn.com/bphoto/HCCBEFj4nbRJ-ExVXcBvVg/o.jpg,(860) 461-0667,41.75992129999999,-72.7442051
119,Cora Cora,4.5,Latin American,$$,162 Shield St,West Hartford,6110,US,"Cora Cora, 162 Shield St, West Hartford, CT 06110, ",https://s3-media3.fl.yelpcdn.com/bphoto/z5yI-RADNys89jGgNCIK-Q/o.jpg,(860) 953-2672,41.72868709999999,-72.7208117
120,Corner Grinder,4.0,Pizza,$,200 Franklin Ave,Hartford,6114,US,"Corner Grinder, 200 Franklin Ave, Hartford, CT 06114, ",https://s3-media2.fl.yelpcdn.com/bphoto/d_bkQ-xvQaBU0RQLBw1EPQ/o.jpg,(860) 296-0590,41.7457137,-72.6764883
121,Cornerstone,4.0,Delis,$,529 Main St,Hartford,6103,US,"Cornerstone, 529 Main St, Hartford, CT 06103, ",https://s3-media2.fl.yelpcdn.com/bphoto/PD22HVOocgiCYY9N39EQJw/o.jpg,(860) 278-2923,41.762576,-72.67464249999999
122,Cosmos International,4.0,Indian,$,770 Farmington Ave,West Hartford,6119,US,"Cosmos International, 770 Farmington Ave, West Hartford, CT 06119, ",https://s3-media1.fl.yelpcdn.com/bphoto/hTiwAyE9X4N8Ue_WZSlk9w/o.jpg,(860) 232-6600,41.7652778,-72.72555559999999
123,Coyote Flaco Mexican Food,3.5,Mexican,$$,635 New Britain Ave,Hartford,6106,US,"Coyote Flaco Mexican Food, 635 New Britain Ave, Hartford, CT 06106, ",https://s3-media3.fl.yelpcdn.com/bphoto/7h5mTEBJOZlnRKI2Y3Oa1g/o.jpg,(860) 953-1299,41.73359,-72.7020988
124,Denny's,1.5,American (Traditional),$,539 Flatbush Ave,Hartford,6106,US,"Denny's, 539 Flatbush Ave, Hartford, CT 06106, ",https://s3-media3.fl.yelpcdn.com/bphoto/hadMLoQha11lf3egn123tw/o.jpg,(860) 244-9666,41.7419514,-72.7136593
125,Destiny Awaits Restaurant & Jerk Center,4.5,Food,$,3343 Main St,Hartford,6120,US,"Destiny Awaits Restaurant & Jerk Center, 3343 Main St, Hartford, CT 06120, ",https://s3-media3.fl.yelpcdn.com/bphoto/9GDIK9FP1IVn-EU3LJSYdA/o.jpg,(860) 856-1136,41.7970589,-72.66328589999999
126,Dhaba Wala Indian Kitchen,4.0,Indian,$$,49 Asylum St,Hartford,6103,US,"Dhaba Wala Indian Kitchen, 49 Asylum St, Hartford, CT 06103, ",https://s3-media3.fl.yelpcdn.com/bphoto/jdw7zQv8Zo8sQgVCw1tO_Q/o.jpg,(860) 232-1500,41.7665619,-72.6743379
127,DiBacco's Market,4.0,Italian,,553 Franklin Ave,Hartford,6114,US,"DiBacco's Market, 553 Franklin Ave, Hartford, CT 06114, ",https://s3-media3.fl.yelpcdn.com/bphoto/Mh2HdfSUQU7ssjHuX1cqjA/o.jpg,(860) 296-7365,41.7335312,-72.6750893
128,Dilly's Cafe,4.5,Cafes,,39-41 Market Square,Newington,6111,US,"Dilly's Cafe, 39-41 Market Square, Newington, CT 06111, ",https://s3-media1.fl.yelpcdn.com/bphoto/j-jggBh3IBO9T2ufyhxgsg/o.jpg,,41.6961916,-72.7221045
129,Dino's Pizzeria,4.0,Pizza,$$,439 New Park Ave,West Hartford,6110,US,"Dino's Pizzeria, 439 New Park Ave, West Hartford, CT 06110, ",https://s3-media1.fl.yelpcdn.com/bphoto/gOkmxgp-uWtb8d3CG66-qA/o.jpg,(860) 236-4300,41.7436794,-72.7160686
130,Dish Bar & Grill,3.5,American (New),$$$,900 Main St,Hartford,6103,US,"Dish Bar & Grill, 900 Main St, Hartford, CT 06103, ",https://s3-media2.fl.yelpcdn.com/bphoto/Dpt2H5eP9Z_p72hmY6pPrg/o.jpg,(860) 249-3474,41.7673897,-72.67285989999999
131,Division West Bistro & Bar,4.0,American (New),$$,36 LaSalle Rd,West Hartford,6107,US,"Division West Bistro & Bar, 36 LaSalle Rd, West Hartford, CT 06107, ",https://s3-media2.fl.yelpcdn.com/bphoto/29fngeNC5YeIy8CYepeJhw/o.jpg,(860) 955-9034,41.76032,-72.7443182
132,Domino's Pizza,2.5,Pizza,$,1143 New Britain Ave,West Hartford,6110,US,"Domino's Pizza, 1143 New Britain Ave, Ste C, West Hartford, CT 06110",https://s3-media4.fl.yelpcdn.com/bphoto/34SrKXEhBDYsiQ0FrtqkwQ/o.jpg,(860) 232-4000,41.7324489,-72.7338406
133,Domino's Pizza,1.5,Pizza,$,312 Farmington Ave,Hartford,6105,US,"Domino's Pizza, 312 Farmington Ave, Hartford, CT 06105, ",https://s3-media4.fl.yelpcdn.com/bphoto/3KWzhYmVUozE3_mmVnFozg/o.jpg,(860) 246-8333,41.7680399,-72.69943529999999
134,Donde Julio Restaurant- Hartford,4.5,Colombian,$,83 Park St,Hartford,6106,US,"Donde Julio Restaurant- Hartford, 83 Park St, Hartford, CT 06106, ",https://s3-media3.fl.yelpcdn.com/bphoto/yI0q8_reP9T1QgrJyoqR1g/o.jpg,(860) 724-3379,41.757149,-72.677542
135,Drea's Kitchen,3.5,Caribbean,,99 Maple Ave,Hartford,6114,US,"Drea's Kitchen, 99 Maple Ave, Hartford, CT 06114, ",https://s3-media2.fl.yelpcdn.com/bphoto/noD3bbRqNHPTvr0VLIe-vg/o.jpg,(860) 310-2894,41.7535634,-72.6777188
136,Dunns River Restaurant,4.0,Caribbean,$$,2996 Main St,Hartford,6120,US,"Dunns River Restaurant, 2996 Main St, Hartford, CT 06120, ",https://s3-media2.fl.yelpcdn.com/bphoto/o8PicXH3-Jxi9VjpVQHEZw/o.jpg,(860) 547-1600,41.7931612,-72.6661105
137,Eastern,2.0,Chinese,$$,69 John Fitch Blvd,South Windsor,6074,US,"Eastern, 69 John Fitch Blvd, South Windsor, CT 06074, ",https://s3-media1.fl.yelpcdn.com/bphoto/uT_Li60EybhQWH0v7EYGDQ/o.jpg,(860) 282-2999,41.8012975,-72.6180912
138,Edoichi Sushi & Hibachi Steak House,4.5,Sushi Bars,$$,580 Silas Deane Hwy,Wethersfield,6109,US,"Edoichi Sushi & Hibachi Steak House, 580 Silas Deane Hwy, Wethersfield, CT 06109, ",https://s3-media2.fl.yelpcdn.com/bphoto/L_XT1ZndmjeAbiI878xnrg/o.jpg,(860) 436-4444,41.7096141,-72.6621498
139,Effie's Place,3.5,Breakfast & Brunch,$$,91 Park Rd,West Hartford,6119,US,"Effie's Place, 91 Park Rd, West Hartford, CT 06119, ",https://s3-media1.fl.yelpcdn.com/bphoto/U7Y3FXBxFHINdPnTD6cNDg/o.jpg,(860) 233-9653,41.7571011,-72.71889469999999
140,Einstein Bros Bagels,2.5,Breakfast & Brunch,,200 Bloomfield Ave,West Hartford,6117,US,"Einstein Bros Bagels, 200 Bloomfield Ave, West Hartford, CT 06117, ",,(860) 768-4798,41.7984508,-72.7137664
141,El Bajio Restaurant,4.0,Mexican,,289 Franklin Ave,Hartford,6114,US,"El Bajio Restaurant, 289 Franklin Ave, Hartford, CT 06114, ",https://s3-media4.fl.yelpcdn.com/bphoto/smwgWMj2gtSs3ZvJfQiuDQ/o.jpg,(860) 296-2695,41.7424893,-72.67667089999999
142,El Mercado,4.0,Latin American,$,704 Park St,Hartford,6106,US,"El Mercado, 704 Park St, Hartford, CT 06106, ",https://s3-media3.fl.yelpcdn.com/bphoto/KaJPsvtWkk_yU8EvEL84_A/o.jpg,(860) 247-6449,41.7582454,-72.68892579999999
143,El Nuevo Sarape Restaurant,4.0,Mexican,$$,931 Broad St,Hartford,6106,US,"El Nuevo Sarape Restaurant, 931 Broad St, Hartford, CT 06106, ",https://s3-media1.fl.yelpcdn.com/bphoto/Xe_1BP1SfWq5KLzd_uYg1A/o.jpg,(860) 547-1884,41.7566962,-72.687409
144,El Poeta  de los Sandwiches,2.5,Sandwiches,,22 Pratt St,Hartford,6103,US,"El Poeta  de los Sandwiches, 22 Pratt St, Hartford, CT 06103, ",https://s3-media2.fl.yelpcdn.com/bphoto/simBy0XxUFgQhkJ2bXc5UA/o.jpg,(860) 231-1268,41.7676114,-72.6736746
145,El Poeta De Los Sandwiches,3.0,Sandwiches,$,22 Pratt St,Hartford,6106,US,"El Poeta De Los Sandwiches, 22 Pratt St, Hartford, CT 06106, ",https://s3-media2.fl.yelpcdn.com/bphoto/YwRsXnnGv9-kfFtytmfd5g/o.jpg,(860) 231-1268,41.7676114,-72.6736746
146,El Pollo Guapo,4.5,Chicken Shop,$$,26 Front St,Hartford,6103,US,"El Pollo Guapo, 26 Front St, Hartford, CT 06103, ",https://s3-media3.fl.yelpcdn.com/bphoto/Tw0rigN6x_wFBfHxlZ4xjw/o.jpg,(860) 246-2800,41.762997,-72.67126999999999
147,El Pollo Guapo,4.5,Tapas/Small Plates,$$,1866 Berlin Turnpike,Wethersfield,6109,US,"El Pollo Guapo, 1866 Berlin Turnpike, Wethersfield, CT 06109, ",https://s3-media2.fl.yelpcdn.com/bphoto/q2_J9990snJv1hz4uVAb-A/o.jpg,(860) 436-4982,41.703052,-72.7020613
148,El Salvador,3.5,Restaurants,$,514 Burnside Ave,East Hartford,6108,US,"El Salvador, 514 Burnside Ave, East Hartford, CT 06108, ",https://s3-media2.fl.yelpcdn.com/bphoto/69hMZgnlNnkPW3A4nB10dw/o.jpg,(860) 528-2442,41.7784024,-72.61755910000001
149,El Senor De Los Tamales,5.0,Mexican,,262 Franklin Ave,Hartford,6114,US,"El Senor De Los Tamales, 262 Franklin Ave, Hartford, CT 06114, ",https://s3-media1.fl.yelpcdn.com/bphoto/LvOsxjy8pxk2GCc5Nnzp1A/o.jpg,(860) 904-9628,41.7436261,-72.6761599
150,Elaine's,3.0,American (Traditional),$$,1841 Berlin Tpke,Wethersfield,6109,US,"Elaine's, 1841 Berlin Tpke, Wethersfield, CT 06109, ",https://s3-media1.fl.yelpcdn.com/bphoto/-ax9zEGt6mmgvFbwxAYD4Q/o.jpg,(860) 257-4191,41.7042062,-72.7030394
151,Elizabeth's Bar & Restaurant in Bloomfield,3.5,Portuguese,$$,774 Park Ave,Bloomfield,6002,US,"Elizabeth's Bar & Restaurant in Bloomfield, 774 Park Ave, Bloomfield, CT 06002, ",https://s3-media1.fl.yelpcdn.com/bphoto/lhn5P5bdt1Tft92SFaASWQ/o.jpg,(860) 216-6170,41.8291776,-72.732044
152,Elmwood Pizza & Grinders,3.0,Pizza,$$,1154 New Britain Ave,West Hartford,6110,US,"Elmwood Pizza & Grinders, 1154 New Britain Ave, West Hartford, CT 06110, ",https://s3-media2.fl.yelpcdn.com/bphoto/HfEp2fWGdTkQqaQhHpqRVg/o.jpg,(860) 561-2044,41.732816,-72.734914
153,Empire Pizza,2.0,Italian,$$$,109 Lowrey Pl,Newington,6111,US,"Empire Pizza, 109 Lowrey Pl, Newington, CT 06111, ",https://s3-media3.fl.yelpcdn.com/bphoto/HoD4f6ngWYYdI0p8NXkUgA/o.jpg,(860) 666-8866,41.6945658,-72.7202386
154,Empire Pizza House,3.0,Pizza,$$,861 New Britain Ave,Hartford,6106,US,"Empire Pizza House, 861 New Britain Ave, Hartford, CT 06106, ",https://s3-media2.fl.yelpcdn.com/bphoto/wvEE-rc4ZYz06iTtmkL2VA/o.jpg,(860) 953-0596,41.7317656,-72.71225609999999
155,Far East Buffet,3.5,Buffets,$,188 Silas Deane Hwy,Wethersfield,6109,US,"Far East Buffet, 188 Silas Deane Hwy, Wethersfield, CT 06109, ",https://s3-media3.fl.yelpcdn.com/bphoto/PXEuk6rHu8hYSKU6Kz0IFQ/o.jpg,(860) 563-1888,41.7218914,-72.6665319
156,Fat Franks & Latin Cuisine,2.5,Pizza,$$,481 Wethersfield Ave,Hartford,6114,US,"Fat Franks & Latin Cuisine, 481 Wethersfield Ave, Hartford, CT 06114, ",https://s3-media4.fl.yelpcdn.com/bphoto/Iov8cPfyBls46roD9r3Rog/o.jpg,(860) 296-3111,41.7426897,-72.67298780000002
157,Feng Chophouse,4.5,Sushi Bars,,93 Asylum St,Hartford,6103,US,"Feng Chophouse, 93 Asylum St, Hartford, CT 06103, ",https://s3-media2.fl.yelpcdn.com/bphoto/BTDDTo24oWTfo-Agn4it_A/o.jpg,(860) 549-3364,41.7668951,-72.67499579999999
158,Fernwood Restaurant,3.5,American (Traditional),$$,1113 New Britain Ave,West Hartford,6110,US,"Fernwood Restaurant, 1113 New Britain Ave, West Hartford, CT 06110, ",https://s3-media2.fl.yelpcdn.com/bphoto/eF2CtFdmYZ9TEYamWFQQMA/o.jpg,(860) 233-6662,41.73220329999999,-72.7312484
159,Fiambrera Criolla,1.5,Puerto Rican,,881 New Britain Ave,Hartford,6106,US,"Fiambrera Criolla, 881 New Britain Ave, Hartford, CT 06106, ",https://s3-media2.fl.yelpcdn.com/bphoto/CuQHxO5eXu0x9kW7bLl9BA/o.jpg,(860) 263-7549,41.7317025,-72.7129436
160,Fiddleheads Cafe,4.5,Breakfast & Brunch,,533 Farmington Ave,Hartford,6105,US,"Fiddleheads Cafe, 533 Farmington Ave, Hartford, CT 06105, ",https://s3-media2.fl.yelpcdn.com/bphoto/0iEMyms0E7S1RdZCUr44cw/o.jpg,(860) 937-2563,41.7661204,-72.7097852
161,Fire & Spice Vegan Restaurant,4.5,Vegetarian,$,491 Capitol Ave,Hartford,6106,US,"Fire & Spice Vegan Restaurant, 491 Capitol Ave, Hartford, CT 06106, ",https://s3-media1.fl.yelpcdn.com/bphoto/R0mb6K3slk-LPrH1CddrAA/o.jpg,(860) 519-0476,41.7633632,-72.6921249
162,Firebox Restaurant,4.0,American (New),$$$,539 Broad St,Hartford,6106,US,"Firebox Restaurant, 539 Broad St, Hartford, CT 06106, ",https://s3-media3.fl.yelpcdn.com/bphoto/6T9IjFQhbpYIbvoaRo45Rg/o.jpg,(860) 246-1222,41.7621984,-72.6870225
163,First & Last Tavern,3.5,Pizza,$$,939 Maple Ave,Hartford,6114,US,"First & Last Tavern, 939 Maple Ave, Hartford, CT 06114, ",https://s3-media2.fl.yelpcdn.com/bphoto/AArjycnPUsmCj6mfx8uhkQ/o.jpg,(860) 956-6000,41.7338982,-72.6878615
164,First and Last Bakery Cafe,4.0,Breakfast & Brunch,$,920 Maple Ave,Hartford,6114,US,"First and Last Bakery Cafe, 920 Maple Ave, Hartford, CT 06114, ",https://s3-media3.fl.yelpcdn.com/bphoto/NGoohAz3Ln_E1sRGlgxDjw/o.jpg,(860) 956-7000,41.7340832,-72.6867324
165,First & Last Tavern,3.0,Coffee & Tea,,"Hartford, CT",Hartford,0,US,"First & Last Tavern, Hartford, CT, , ",,,41.7338982,-72.6878615
166,Five Guys,3.0,Burgers,$$,2944 Main St,Glastonbury,6033,US,"Five Guys, 2944 Main St, Glastonbury, CT 06033, ",https://s3-media1.fl.yelpcdn.com/bphoto/HhsAbmDWyxYxxoctlMKuhg/o.jpg,(860) 657-8506,41.7241012,-72.6147242
167,Five Guys,3.5,Fast Food,$$,316 N Main St,West Hartford,6117,US,"Five Guys, 316 N Main St, West Hartford, CT 06117, ",https://s3-media2.fl.yelpcdn.com/bphoto/ZNekyE93b1vOzXcba2x1uw/o.jpg,(860) 231-8166,41.7840357,-72.74544399999999
168,Fleming’s Prime Steakhouse & Wine Bar,4.0,Steakhouses,$$$,44 S Main St,West Hartford,6107,US,"Fleming’s Prime Steakhouse & Wine Bar, 44 S Main St, West Hartford, CT 06107, ",https://s3-media2.fl.yelpcdn.com/bphoto/Q8mmrQ6CnAn-7VSHQgZ8tw/o.jpg,(860) 676-9463,41.76017299999999,-72.74155
169,Flora,4.5,Wine Bars,$$,45 Raymond Rd,West Hartford,6107,US,"Flora, 45 Raymond Rd, Fl 2nd, West Hartford, CT 06107",https://s3-media4.fl.yelpcdn.com/bphoto/MaQsGdVncTlUefZqG6gq2Q/o.jpg,(860) 216-5992,41.761114,-72.73968839999999
170,Fornarelli's Ristorante & Bar,4.0,Bars,,283 Asylum St,Hartford,6103,US,"Fornarelli's Ristorante & Bar, 283 Asylum St, Hartford, CT 06103, ",https://s3-media3.fl.yelpcdn.com/bphoto/0umPJGPhbqqHyKhFqquJXw/o.jpg,(860) 244-2016,41.767252,-72.6784256
171,Fortune Chinese Restaurant,2.5,Chinese,$,97 Prospect Ave,Hartford,6106,US,"Fortune Chinese Restaurant, 97 Prospect Ave, Hartford, CT 06106, ",https://s3-media4.fl.yelpcdn.com/bphoto/XwfFojbUi9wYfiWDTIA0ng/o.jpg,(860) 232-7777,41.7481774,-72.715455
172,Francesco's Ristorante,3.0,Italian,$$$,318 Franklin Ave,Hartford,6114,US,"Francesco's Ristorante, 318 Franklin Ave, Hartford, CT 06114, ",https://s3-media3.fl.yelpcdn.com/bphoto/SHtOFKt-6hMpxXQwMeicHw/o.jpg,(860) 296-3024,41.74162279999999,-72.67567500000001
173,Frank Pepe's Pizza of West Hartford,3.5,Pizza,$$,1148 New Britian Ave,West Hartford,6110,US,"Frank Pepe's Pizza of West Hartford, 1148 New Britian Ave, West Hartford, CT 06110, ",https://s3-media3.fl.yelpcdn.com/bphoto/FwdN0v99SbdXnZNp7DF46A/o.jpg,(860) 236-7373,41.73311200000001,-72.73368359999999
174,Franklin Giant Sandwich Shop,3.5,Pizza,$$,464 Franklin Ave,Hartford,6114,US,"Franklin Giant Sandwich Shop, 464 Franklin Ave, Hartford, CT 06114, ",https://s3-media1.fl.yelpcdn.com/bphoto/ul8kXLVaJ1m3l_BGqc2Nog/o.jpg,(860) 296-6574,41.7366484,-72.6748691
175,Freshii,3.5,Salad,$,892 Main St,Hartford,6103,US,"Freshii, 892 Main St, Hartford, CT 06103, ",https://s3-media1.fl.yelpcdn.com/bphoto/6ZyWyXjDTYvWZ91Sy9Al8Q/o.jpg,(860) 900-0231,41.7672956,-72.6729242
176,Frida,3.5,Mexican,$$,1150 New Britain Ave,West Hartford,6110,US,"Frida, 1150 New Britain Ave, West Hartford, CT 06110, ",https://s3-media1.fl.yelpcdn.com/bphoto/LuHmzdPzgrU3HVcin9erug/o.jpg,(860) 310-2179,41.7328702,-72.7347628
177,Friendly's,1.5,American (Traditional),$$,1045 Silas Deane Hwy,Wethersfield,6109,US,"Friendly's, 1045 Silas Deane Hwy, Wethersfield, CT 06109, ",https://s3-media2.fl.yelpcdn.com/bphoto/u0YiSMerPeqUOYxLOrllyg/o.jpg,(860) 563-4821,41.6941439,-72.6576632
178,Front Street Bistro,3.5,Mediterranean,$$,39 Front St,Hartford,6103,US,"Front Street Bistro, 39 Front St, Hartford, CT 06103, ",https://s3-media2.fl.yelpcdn.com/bphoto/3VnVRac2r8CJRjjNND3yYw/o.jpg,(860) 422-7711,41.7625339,-72.6703967
179,Fuego Picante,4.5,Mexican,,495 Flatbush Ave,Hartford,6106,US,"Fuego Picante, 495 Flatbush Ave, Hartford, CT 06106, ",https://s3-media1.fl.yelpcdn.com/bphoto/bAgAocm_YEz5c4Z7Lt-Klw/o.jpg,(860) 965-1807,41.7318351,-72.72584619999999
180,Fung Chinese Restaurant,4.5,Chinese,$,891 Maple Ave,Hartford,6114,US,"Fung Chinese Restaurant, 891 Maple Ave, Hartford, CT 06114, ",https://s3-media2.fl.yelpcdn.com/bphoto/QFeDep_bE9TTDX9UcoEX9A/o.jpg,(860) 956-6888,41.735259,-72.6870802
181,George's Pizza House,4.0,Pizza,$$,2027 Park St,Hartford,6106,US,"George's Pizza House, 2027 Park St, Hartford, CT 06106, ",https://s3-media2.fl.yelpcdn.com/bphoto/sQrloCG_r1Mbu9JlXGI7Qg/o.jpg,(860) 232-5565,41.755878,-72.712777
