index,name,rating,category,price,address,city,zipcode,country,full_address,image_url,phone
103,China King,3,Chinese,$,259 Sisson Ave,Hartford,06105,US,"China King, 259 Sisson Ave, Hartford, CT 06105, ",https://s3-media4.fl.yelpcdn.com/bphoto/e67UZFrQQ6wuVa_zWeqaZQ/o.jpg,(860) 236-9899
104,China Kitchen,3,Chinese,$,162 Washington St,Hartford,06106,US,"China Kitchen, 162 Washington St, Hartford, CT 06106, ",https://s3-media3.fl.yelpcdn.com/bphoto/Xy4I1YbmxJZiVX7nrFHRoQ/o.jpg,(860) 278-6460
105,Chipotle Mexican Grill,3,Mexican,$,140 Glastonbury Blvd,Glastonbury,06033,US,"Chipotle Mexican Grill, 140 Glastonbury Blvd, Ste 4, Glastonbury, CT 06033",https://s3-media3.fl.yelpcdn.com/bphoto/cSAnNR6PMMYwgfKO3XeW1w/o.jpg,(860) 652-9960
106,Chipotle Mexican Grill,3.5,Mexican,$,1084 Silas Deane Hwy,Wethersfield,06109,US,"Chipotle Mexican Grill, 1084 Silas Deane Hwy, Wethersfield, CT 06109, ",https://s3-media2.fl.yelpcdn.com/bphoto/HE-wh2rfJ73QpxmKGfINtQ/o.jpg,(860) 257-9027
107,Chipotle Mexican Grill,3.5,Mexican,$,966 Farmington Ave,West Hartford,06107,US,"Chipotle Mexican Grill, 966 Farmington Ave, West Hartford, CT 06107, ",https://s3-media1.fl.yelpcdn.com/bphoto/1HzZFNS9sV1L6dI74ZM-EA/o.jpg,(860) 586-8281
108,Choice One Pizza,2,Pizza,,24 New Britain Ave,Hartford,06106,US,"Choice One Pizza, 24 New Britain Ave, Hartford, CT 06106, ",https://s3-media4.fl.yelpcdn.com/bphoto/xq9HXOde_i879sU6dLKhog/o.jpg,(860) 278-4334
109,Chosen 1 Cajun Seafood,3.5,Seafood,,772 Park Ave,Bloomfield,06002,US,"Chosen 1 Cajun Seafood, 772 Park Ave, Bloomfield, CT 06002, ",https://s3-media4.fl.yelpcdn.com/bphoto/NPmsKtV1MQ1CZfLfPOkJLw/o.jpg,(860) 519-5654
110,Chosen 1 Cajun Seafood,3.5,Cajun/Creole,,2074 Park St,Hartford,06106,US,"Chosen 1 Cajun Seafood, 2074 Park St, Hartford, CT 06106, ",https://s3-media2.fl.yelpcdn.com/bphoto/jxGqG-I9WJeMut5H2L7zow/o.jpg,(860) 726-4089
111,"Chris""s Pizza and Deli",2.5,Salad,$,85 Airport Rd,Hartford,06114,US,"Chris""s Pizza and Deli, 85 Airport Rd, Hartford, CT 06114, ",https://s3-media3.fl.yelpcdn.com/bphoto/ju6sZkosi795uJ6BnzB7lQ/o.jpg,(860) 296-0511
112,Church & Main Delicatessen,3.5,Delis,$,20 Church St,Hartford,06103,US,"Church & Main Delicatessen, 20 Church St, Hartford, CT 06103, ",https://s3-media3.fl.yelpcdn.com/bphoto/8QhC5y0z0wlRHL3l7Ep3wg/o.jpg,(860) 246-8494
113,Cisco's American Breakfast & Mexican Cuisine,4,Mexican,$,254 Hartford Ave,Newington,06111,US,"Cisco's American Breakfast & Mexican Cuisine, 254 Hartford Ave, Newington, CT 06111, ",https://s3-media3.fl.yelpcdn.com/bphoto/gJ2eKCQFnq-sbXDdElWMyA/o.jpg,(860) 666-0703
114,City Pizza,3.5,Pizza,$$,498 Farmington Ave,Hartford,06105,US,"City Pizza, 498 Farmington Ave, Hartford, CT 06105, ",https://s3-media4.fl.yelpcdn.com/bphoto/Dp6CbZ5aXhPYL8KZodMaeA/o.jpg,(860) 236-2616
115,Comerio,3.5,Spanish,$,158 Park St,Hartford,06106,US,"Comerio, 158 Park St, Hartford, CT 06106, ",https://s3-media2.fl.yelpcdn.com/bphoto/GYceTwjqylycwhCpi27RQw/o.jpg,(860) 246-0210
116,Concetta's Italian Restaurant,3,Italian,$$,22 Mountain Ave,Bloomfield,06002,US,"Concetta's Italian Restaurant, 22 Mountain Ave, Bloomfield, CT 06002, ",https://s3-media1.fl.yelpcdn.com/bphoto/80yyxdy-JMAolro7J2DwzQ/o.jpg,(860) 242-8949
117,Connecticut Organic Pasta,5,American (New),,1142 New Britain Ave,West Hartford,06110,US,"Connecticut Organic Pasta, 1142 New Britain Ave, West Hartford, CT 06110, ",https://s3-media1.fl.yelpcdn.com/bphoto/t2Nueq63rhV75HdX9kc-hQ/o.jpg,(860) 308-2042
118,Cookshop Plus,4.5,Coffee & Tea,$$,60 LaSalle Rd,West Hartford,06107,US,"Cookshop Plus, 60 LaSalle Rd, West Hartford, CT 06107, ",https://s3-media3.fl.yelpcdn.com/bphoto/HCCBEFj4nbRJ-ExVXcBvVg/o.jpg,(860) 461-0667
119,Cora Cora,4.5,Latin American,$$,162 Shield St,West Hartford,06110,US,"Cora Cora, 162 Shield St, West Hartford, CT 06110, ",https://s3-media3.fl.yelpcdn.com/bphoto/z5yI-RADNys89jGgNCIK-Q/o.jpg,(860) 953-2672
120,Corner Grinder,4,Pizza,$,200 Franklin Ave,Hartford,06114,US,"Corner Grinder, 200 Franklin Ave, Hartford, CT 06114, ",https://s3-media2.fl.yelpcdn.com/bphoto/d_bkQ-xvQaBU0RQLBw1EPQ/o.jpg,(860) 296-0590
121,Cornerstone,4,Delis,$,529 Main St,Hartford,06103,US,"Cornerstone, 529 Main St, Hartford, CT 06103, ",https://s3-media2.fl.yelpcdn.com/bphoto/PD22HVOocgiCYY9N39EQJw/o.jpg,(860) 278-2923
122,Cosmos International,4,Indian,$,770 Farmington Ave,West Hartford,06119,US,"Cosmos International, 770 Farmington Ave, West Hartford, CT 06119, ",https://s3-media1.fl.yelpcdn.com/bphoto/hTiwAyE9X4N8Ue_WZSlk9w/o.jpg,(860) 232-6600
123,Coyote Flaco Mexican Food,3.5,Mexican,$$,635 New Britain Ave,Hartford,06106,US,"Coyote Flaco Mexican Food, 635 New Britain Ave, Hartford, CT 06106, ",https://s3-media3.fl.yelpcdn.com/bphoto/7h5mTEBJOZlnRKI2Y3Oa1g/o.jpg,(860) 953-1299
124,Denny's,1.5,American (Traditional),$,539 Flatbush Ave,Hartford,06106,US,"Denny's, 539 Flatbush Ave, Hartford, CT 06106, ",https://s3-media3.fl.yelpcdn.com/bphoto/hadMLoQha11lf3egn123tw/o.jpg,(860) 244-9666
125,Destiny Awaits Restaurant & Jerk Center,4.5,Food,$,3343 Main St,Hartford,06120,US,"Destiny Awaits Restaurant & Jerk Center, 3343 Main St, Hartford, CT 06120, ",https://s3-media3.fl.yelpcdn.com/bphoto/9GDIK9FP1IVn-EU3LJSYdA/o.jpg,(860) 856-1136
126,Dhaba Wala Indian Kitchen,4,Indian,$$,49 Asylum St,Hartford,06103,US,"Dhaba Wala Indian Kitchen, 49 Asylum St, Hartford, CT 06103, ",https://s3-media3.fl.yelpcdn.com/bphoto/jdw7zQv8Zo8sQgVCw1tO_Q/o.jpg,(860) 232-1500
127,DiBacco's Market,4,Italian,,553 Franklin Ave,Hartford,06114,US,"DiBacco's Market, 553 Franklin Ave, Hartford, CT 06114, ",https://s3-media3.fl.yelpcdn.com/bphoto/Mh2HdfSUQU7ssjHuX1cqjA/o.jpg,(860) 296-7365
128,Dilly's Cafe,4.5,Cafes,,39-41 Market Square,Newington,06111,US,"Dilly's Cafe, 39-41 Market Square, Newington, CT 06111, ",https://s3-media1.fl.yelpcdn.com/bphoto/j-jggBh3IBO9T2ufyhxgsg/o.jpg,
129,Dino's Pizzeria,4,Pizza,$$,439 New Park Ave,West Hartford,06110,US,"Dino's Pizzeria, 439 New Park Ave, West Hartford, CT 06110, ",https://s3-media1.fl.yelpcdn.com/bphoto/gOkmxgp-uWtb8d3CG66-qA/o.jpg,(860) 236-4300
130,Dish Bar & Grill,3.5,American (New),$$$,900 Main St,Hartford,06103,US,"Dish Bar & Grill, 900 Main St, Hartford, CT 06103, ",https://s3-media2.fl.yelpcdn.com/bphoto/Dpt2H5eP9Z_p72hmY6pPrg/o.jpg,(860) 249-3474
131,Division West Bistro & Bar,4,American (New),$$,36 LaSalle Rd,West Hartford,06107,US,"Division West Bistro & Bar, 36 LaSalle Rd, West Hartford, CT 06107, ",https://s3-media2.fl.yelpcdn.com/bphoto/29fngeNC5YeIy8CYepeJhw/o.jpg,(860) 955-9034
132,Domino's Pizza,2.5,Pizza,$,1143 New Britain Ave,West Hartford,06110,US,"Domino's Pizza, 1143 New Britain Ave, Ste C, West Hartford, CT 06110",https://s3-media4.fl.yelpcdn.com/bphoto/34SrKXEhBDYsiQ0FrtqkwQ/o.jpg,(860) 232-4000
133,Domino's Pizza,1.5,Pizza,$,312 Farmington Ave,Hartford,06105,US,"Domino's Pizza, 312 Farmington Ave, Hartford, CT 06105, ",https://s3-media4.fl.yelpcdn.com/bphoto/3KWzhYmVUozE3_mmVnFozg/o.jpg,(860) 246-8333
134,Donde Julio Restaurant- Hartford,4.5,Colombian,$,83 Park St,Hartford,06106,US,"Donde Julio Restaurant- Hartford, 83 Park St, Hartford, CT 06106, ",https://s3-media3.fl.yelpcdn.com/bphoto/yI0q8_reP9T1QgrJyoqR1g/o.jpg,(860) 724-3379
135,Drea's Kitchen,3.5,Caribbean,,99 Maple Ave,Hartford,06114,US,"Drea's Kitchen, 99 Maple Ave, Hartford, CT 06114, ",https://s3-media2.fl.yelpcdn.com/bphoto/noD3bbRqNHPTvr0VLIe-vg/o.jpg,(860) 310-2894
136,Dunns River Restaurant,4,Caribbean,$$,2996 Main St,Hartford,06120,US,"Dunns River Restaurant, 2996 Main St, Hartford, CT 06120, ",https://s3-media2.fl.yelpcdn.com/bphoto/o8PicXH3-Jxi9VjpVQHEZw/o.jpg,(860) 547-1600
137,Eastern,2,Chinese,$$,69 John Fitch Blvd,South Windsor,06074,US,"Eastern, 69 John Fitch Blvd, South Windsor, CT 06074, ",https://s3-media1.fl.yelpcdn.com/bphoto/uT_Li60EybhQWH0v7EYGDQ/o.jpg,(860) 282-2999
138,Edoichi Sushi & Hibachi Steak House,4.5,Sushi Bars,$$,580 Silas Deane Hwy,Wethersfield,06109,US,"Edoichi Sushi & Hibachi Steak House, 580 Silas Deane Hwy, Wethersfield, CT 06109, ",https://s3-media2.fl.yelpcdn.com/bphoto/L_XT1ZndmjeAbiI878xnrg/o.jpg,(860) 436-4444
139,Effie's Place,3.5,Breakfast & Brunch,$$,91 Park Rd,West Hartford,06119,US,"Effie's Place, 91 Park Rd, West Hartford, CT 06119, ",https://s3-media1.fl.yelpcdn.com/bphoto/U7Y3FXBxFHINdPnTD6cNDg/o.jpg,(860) 233-9653
140,Einstein Bros Bagels,2.5,Breakfast & Brunch,,200 Bloomfield Ave,West Hartford,06117,US,"Einstein Bros Bagels, 200 Bloomfield Ave, West Hartford, CT 06117, ",,(860) 768-4798
141,El Bajio Restaurant,4,Mexican,,289 Franklin Ave,Hartford,06114,US,"El Bajio Restaurant, 289 Franklin Ave, Hartford, CT 06114, ",https://s3-media4.fl.yelpcdn.com/bphoto/smwgWMj2gtSs3ZvJfQiuDQ/o.jpg,(860) 296-2695
142,El Mercado,4,Latin American,$,704 Park St,Hartford,06106,US,"El Mercado, 704 Park St, Hartford, CT 06106, ",https://s3-media3.fl.yelpcdn.com/bphoto/KaJPsvtWkk_yU8EvEL84_A/o.jpg,(860) 247-6449
143,El Nuevo Sarape Restaurant,4,Mexican,$$,931 Broad St,Hartford,06106,US,"El Nuevo Sarape Restaurant, 931 Broad St, Hartford, CT 06106, ",https://s3-media1.fl.yelpcdn.com/bphoto/Xe_1BP1SfWq5KLzd_uYg1A/o.jpg,(860) 547-1884
144,El Poeta  de los Sandwiches,2.5,Sandwiches,,22 Pratt St,Hartford,06103,US,"El Poeta  de los Sandwiches, 22 Pratt St, Hartford, CT 06103, ",https://s3-media2.fl.yelpcdn.com/bphoto/simBy0XxUFgQhkJ2bXc5UA/o.jpg,(860) 231-1268
145,El Poeta De Los Sandwiches,3,Sandwiches,$,22 Pratt St,Hartford,06106,US,"El Poeta De Los Sandwiches, 22 Pratt St, Hartford, CT 06106, ",https://s3-media2.fl.yelpcdn.com/bphoto/YwRsXnnGv9-kfFtytmfd5g/o.jpg,(860) 231-1268
146,El Pollo Guapo,4.5,Chicken Shop,$$,26 Front St,Hartford,06103,US,"El Pollo Guapo, 26 Front St, Hartford, CT 06103, ",https://s3-media3.fl.yelpcdn.com/bphoto/Tw0rigN6x_wFBfHxlZ4xjw/o.jpg,(860) 246-2800
147,El Pollo Guapo,4.5,Tapas/Small Plates,$$,1866 Berlin Turnpike,Wethersfield,06109,US,"El Pollo Guapo, 1866 Berlin Turnpike, Wethersfield, CT 06109, ",https://s3-media2.fl.yelpcdn.com/bphoto/q2_J9990snJv1hz4uVAb-A/o.jpg,(860) 436-4982
148,El Salvador,3.5,Restaurants,$,514 Burnside Ave,East Hartford,06108,US,"El Salvador, 514 Burnside Ave, East Hartford, CT 06108, ",https://s3-media2.fl.yelpcdn.com/bphoto/69hMZgnlNnkPW3A4nB10dw/o.jpg,(860) 528-2442
149,El Senor De Los Tamales,5,Mexican,,262 Franklin Ave,Hartford,06114,US,"El Senor De Los Tamales, 262 Franklin Ave, Hartford, CT 06114, ",https://s3-media1.fl.yelpcdn.com/bphoto/LvOsxjy8pxk2GCc5Nnzp1A/o.jpg,(860) 904-9628
150,Elaine's,3,American (Traditional),$$,1841 Berlin Tpke,Wethersfield,06109,US,"Elaine's, 1841 Berlin Tpke, Wethersfield, CT 06109, ",https://s3-media1.fl.yelpcdn.com/bphoto/-ax9zEGt6mmgvFbwxAYD4Q/o.jpg,(860) 257-4191
151,Elizabeth's Bar & Restaurant in Bloomfield,3.5,Portuguese,$$,774 Park Ave,Bloomfield,06002,US,"Elizabeth's Bar & Restaurant in Bloomfield, 774 Park Ave, Bloomfield, CT 06002, ",https://s3-media1.fl.yelpcdn.com/bphoto/lhn5P5bdt1Tft92SFaASWQ/o.jpg,(860) 216-6170
152,Elmwood Pizza & Grinders,3,Pizza,$$,1154 New Britain Ave,West Hartford,06110,US,"Elmwood Pizza & Grinders, 1154 New Britain Ave, West Hartford, CT 06110, ",https://s3-media2.fl.yelpcdn.com/bphoto/HfEp2fWGdTkQqaQhHpqRVg/o.jpg,(860) 561-2044
153,Empire Pizza,2,Italian,$$$,109 Lowrey Pl,Newington,06111,US,"Empire Pizza, 109 Lowrey Pl, Newington, CT 06111, ",https://s3-media3.fl.yelpcdn.com/bphoto/HoD4f6ngWYYdI0p8NXkUgA/o.jpg,(860) 666-8866
154,Empire Pizza House,3,Pizza,$$,861 New Britain Ave,Hartford,06106,US,"Empire Pizza House, 861 New Britain Ave, Hartford, CT 06106, ",https://s3-media2.fl.yelpcdn.com/bphoto/wvEE-rc4ZYz06iTtmkL2VA/o.jpg,(860) 953-0596
155,Far East Buffet,3.5,Buffets,$,188 Silas Deane Hwy,Wethersfield,06109,US,"Far East Buffet, 188 Silas Deane Hwy, Wethersfield, CT 06109, ",https://s3-media3.fl.yelpcdn.com/bphoto/PXEuk6rHu8hYSKU6Kz0IFQ/o.jpg,(860) 563-1888
156,Fat Franks & Latin Cuisine,2.5,Pizza,$$,481 Wethersfield Ave,Hartford,06114,US,"Fat Franks & Latin Cuisine, 481 Wethersfield Ave, Hartford, CT 06114, ",https://s3-media4.fl.yelpcdn.com/bphoto/Iov8cPfyBls46roD9r3Rog/o.jpg,(860) 296-3111
157,Feng Chophouse,4.5,Sushi Bars,,93 Asylum St,Hartford,06103,US,"Feng Chophouse, 93 Asylum St, Hartford, CT 06103, ",https://s3-media2.fl.yelpcdn.com/bphoto/BTDDTo24oWTfo-Agn4it_A/o.jpg,(860) 549-3364
158,Fernwood Restaurant,3.5,American (Traditional),$$,1113 New Britain Ave,West Hartford,06110,US,"Fernwood Restaurant, 1113 New Britain Ave, West Hartford, CT 06110, ",https://s3-media2.fl.yelpcdn.com/bphoto/eF2CtFdmYZ9TEYamWFQQMA/o.jpg,(860) 233-6662
159,Fiambrera Criolla,1.5,Puerto Rican,,881 New Britain Ave,Hartford,06106,US,"Fiambrera Criolla, 881 New Britain Ave, Hartford, CT 06106, ",https://s3-media2.fl.yelpcdn.com/bphoto/CuQHxO5eXu0x9kW7bLl9BA/o.jpg,(860) 263-7549
160,Fiddleheads Cafe,4.5,Breakfast & Brunch,,533 Farmington Ave,Hartford,06105,US,"Fiddleheads Cafe, 533 Farmington Ave, Hartford, CT 06105, ",https://s3-media2.fl.yelpcdn.com/bphoto/0iEMyms0E7S1RdZCUr44cw/o.jpg,(860) 937-2563
161,Fire & Spice Vegan Restaurant,4.5,Vegetarian,$,491 Capitol Ave,Hartford,06106,US,"Fire & Spice Vegan Restaurant, 491 Capitol Ave, Hartford, CT 06106, ",https://s3-media1.fl.yelpcdn.com/bphoto/R0mb6K3slk-LPrH1CddrAA/o.jpg,(860) 519-0476
162,Firebox Restaurant,4,American (New),$$$,539 Broad St,Hartford,06106,US,"Firebox Restaurant, 539 Broad St, Hartford, CT 06106, ",https://s3-media3.fl.yelpcdn.com/bphoto/6T9IjFQhbpYIbvoaRo45Rg/o.jpg,(860) 246-1222
163,First & Last Tavern,3.5,Pizza,$$,939 Maple Ave,Hartford,06114,US,"First & Last Tavern, 939 Maple Ave, Hartford, CT 06114, ",https://s3-media2.fl.yelpcdn.com/bphoto/AArjycnPUsmCj6mfx8uhkQ/o.jpg,(860) 956-6000
164,First and Last Bakery Cafe,4,Breakfast & Brunch,$,920 Maple Ave,Hartford,06114,US,"First and Last Bakery Cafe, 920 Maple Ave, Hartford, CT 06114, ",https://s3-media3.fl.yelpcdn.com/bphoto/NGoohAz3Ln_E1sRGlgxDjw/o.jpg,(860) 956-7000
165,First & Last Tavern,3,Coffee & Tea,,"Hartford, CT",Hartford,0,US,"First & Last Tavern, Hartford, CT, , ",,
166,Five Guys,3,Burgers,$$,2944 Main St,Glastonbury,06033,US,"Five Guys, 2944 Main St, Glastonbury, CT 06033, ",https://s3-media1.fl.yelpcdn.com/bphoto/HhsAbmDWyxYxxoctlMKuhg/o.jpg,(860) 657-8506
167,Five Guys,3.5,Fast Food,$$,316 N Main St,West Hartford,06117,US,"Five Guys, 316 N Main St, West Hartford, CT 06117, ",https://s3-media2.fl.yelpcdn.com/bphoto/ZNekyE93b1vOzXcba2x1uw/o.jpg,(860) 231-8166
168,Fleming’s Prime Steakhouse & Wine Bar,4,Steakhouses,$$$,44 S Main St,West Hartford,06107,US,"Fleming’s Prime Steakhouse & Wine Bar, 44 S Main St, West Hartford, CT 06107, ",https://s3-media2.fl.yelpcdn.com/bphoto/Q8mmrQ6CnAn-7VSHQgZ8tw/o.jpg,(860) 676-9463
169,Flora,4.5,Wine Bars,$$,45 Raymond Rd,West Hartford,06107,US,"Flora, 45 Raymond Rd, Fl 2nd, West Hartford, CT 06107",https://s3-media4.fl.yelpcdn.com/bphoto/MaQsGdVncTlUefZqG6gq2Q/o.jpg,(860) 216-5992
170,Fornarelli's Ristorante & Bar,4,Bars,,283 Asylum St,Hartford,06103,US,"Fornarelli's Ristorante & Bar, 283 Asylum St, Hartford, CT 06103, ",https://s3-media3.fl.yelpcdn.com/bphoto/0umPJGPhbqqHyKhFqquJXw/o.jpg,(860) 244-2016
171,Fortune Chinese Restaurant,2.5,Chinese,$,97 Prospect Ave,Hartford,06106,US,"Fortune Chinese Restaurant, 97 Prospect Ave, Hartford, CT 06106, ",https://s3-media4.fl.yelpcdn.com/bphoto/XwfFojbUi9wYfiWDTIA0ng/o.jpg,(860) 232-7777
172,Francesco's Ristorante,3,Italian,$$$,318 Franklin Ave,Hartford,06114,US,"Francesco's Ristorante, 318 Franklin Ave, Hartford, CT 06114, ",https://s3-media3.fl.yelpcdn.com/bphoto/SHtOFKt-6hMpxXQwMeicHw/o.jpg,(860) 296-3024
173,Frank Pepe's Pizza of West Hartford,3.5,Pizza,$$,1148 New Britian Ave,West Hartford,06110,US,"Frank Pepe's Pizza of West Hartford, 1148 New Britian Ave, West Hartford, CT 06110, ",https://s3-media3.fl.yelpcdn.com/bphoto/FwdN0v99SbdXnZNp7DF46A/o.jpg,(860) 236-7373
174,Franklin Giant Sandwich Shop,3.5,Pizza,$$,464 Franklin Ave,Hartford,06114,US,"Franklin Giant Sandwich Shop, 464 Franklin Ave, Hartford, CT 06114, ",https://s3-media1.fl.yelpcdn.com/bphoto/ul8kXLVaJ1m3l_BGqc2Nog/o.jpg,(860) 296-6574
175,Freshii,3.5,Salad,$,892 Main St,Hartford,06103,US,"Freshii, 892 Main St, Hartford, CT 06103, ",https://s3-media1.fl.yelpcdn.com/bphoto/6ZyWyXjDTYvWZ91Sy9Al8Q/o.jpg,(860) 900-0231
176,Frida,3.5,Mexican,$$,1150 New Britain Ave,West Hartford,06110,US,"Frida, 1150 New Britain Ave, West Hartford, CT 06110, ",https://s3-media1.fl.yelpcdn.com/bphoto/LuHmzdPzgrU3HVcin9erug/o.jpg,(860) 310-2179
177,Friendly's,1.5,American (Traditional),$$,1045 Silas Deane Hwy,Wethersfield,06109,US,"Friendly's, 1045 Silas Deane Hwy, Wethersfield, CT 06109, ",https://s3-media2.fl.yelpcdn.com/bphoto/u0YiSMerPeqUOYxLOrllyg/o.jpg,(860) 563-4821
178,Front Street Bistro,3.5,Mediterranean,$$,39 Front St,Hartford,06103,US,"Front Street Bistro, 39 Front St, Hartford, CT 06103, ",https://s3-media2.fl.yelpcdn.com/bphoto/3VnVRac2r8CJRjjNND3yYw/o.jpg,(860) 422-7711
179,Fuego Picante,4.5,Mexican,,495 Flatbush Ave,Hartford,06106,US,"Fuego Picante, 495 Flatbush Ave, Hartford, CT 06106, ",https://s3-media1.fl.yelpcdn.com/bphoto/bAgAocm_YEz5c4Z7Lt-Klw/o.jpg,(860) 965-1807
180,Fung Chinese Restaurant,4.5,Chinese,$,891 Maple Ave,Hartford,06114,US,"Fung Chinese Restaurant, 891 Maple Ave, Hartford, CT 06114, ",https://s3-media2.fl.yelpcdn.com/bphoto/QFeDep_bE9TTDX9UcoEX9A/o.jpg,(860) 956-6888
181,George's Pizza House,4,Pizza,$$,2027 Park St,Hartford,06106,US,"George's Pizza House, 2027 Park St, Hartford, CT 06106, ",https://s3-media2.fl.yelpcdn.com/bphoto/sQrloCG_r1Mbu9JlXGI7Qg/o.jpg,(860) 232-5565
182,Gillette Ridge Restaurant,3.5,American (Traditional),$$,1360 Hall Blvd,Bloomfield,06002,US,"Gillette Ridge Restaurant, 1360 Hall Blvd, Bloomfield, CT 06002, ",https://s3-media2.fl.yelpcdn.com/bphoto/gWzhBfTtR4y9OjEY090hDQ/o.jpg,(860) 726-1430
183,Ginger Root Japanese & Chinese,3,Japanese,$,9 Main St,East Hartford,06118,US,"Ginger Root Japanese & Chinese, 9 Main St, East Hartford, CT 06118, ",https://s3-media4.fl.yelpcdn.com/bphoto/NK1YPBF50Ijs3_jgW4JVEg/o.jpg,(860) 568-1583
184,Gino's Pizza & Ranch House,2,Pizza,$,407 Cottage Grove Rd,Bloomfield,06002,US,"Gino's Pizza & Ranch House, 407 Cottage Grove Rd, Bloomfield, CT 06002, ",https://s3-media1.fl.yelpcdn.com/bphoto/7g4GW5Qzm9JkkKfhshv0tw/o.jpg,(860) 242-8030
185,Ginza Express,3.5,Japanese,$,89 Asylum St,Hartford,06103,US,"Ginza Express, 89 Asylum St, Hartford, CT 06103, ",https://s3-media4.fl.yelpcdn.com/bphoto/Rh3ahKL2nUTRqFXxB4Vm1Q/o.jpg,(860) 595-1478
186,Ginza Japanese Cuisine,4,Japanese,$$,14 Wintonbury Mall,Bloomfield,06002,US,"Ginza Japanese Cuisine, 14 Wintonbury Mall, Bloomfield, CT 06002, ",https://s3-media2.fl.yelpcdn.com/bphoto/YyPIbOSum01GGyv0TJRVdg/o.jpg,(860) 242-8289
187,Gold Roc Diner,2.5,American (Traditional),$,61 Kane St,West Hartford,06119,US,"Gold Roc Diner, 61 Kane St, West Hartford, CT 06119, ",https://s3-media4.fl.yelpcdn.com/bphoto/bJaJW75OfTbfsa5whQUJww/o.jpg,(860) 236-9366
188,Goldberg's Bagels,4,Bagels,$,1131 New Britain Ave,West Hartford,06110,US,"Goldberg's Bagels, 1131 New Britain Ave, Ste A, West Hartford, CT 06110",https://s3-media3.fl.yelpcdn.com/bphoto/2mUxRotgpzyGF6tob6Lfvw/o.jpg,(860) 231-8688
189,GoldBurgers,4.5,Burgers,$,1096 Main St,Newington,06111,US,"GoldBurgers, 1096 Main St, Newington, CT 06111, ",https://s3-media3.fl.yelpcdn.com/bphoto/V-l6t0M6SI4MkxN3xjK9FQ/o.jpg,(860) 665-0478
190,Golden Krust Caribbean Restaurant,3,Caribbean,$$,1170 Albany Ave,Hartford,06112,US,"Golden Krust Caribbean Restaurant, 1170 Albany Ave, Hartford, CT 06112, ",https://s3-media3.fl.yelpcdn.com/bphoto/BsKWgHQkZrk-MU7oAUp2XA/o.jpg,(860) 724-7983
191,Gourmet Wok,3,Chinese,$$,2856 Main St,Glastonbury,06033,US,"Gourmet Wok, 2856 Main St, Glastonbury, CT 06033, ",https://s3-media2.fl.yelpcdn.com/bphoto/xsfCAQL0015rBBT99TL1WQ/o.jpg,(860) 659-9922
192,Great TSO,3.5,Chinese,$,278 Park Rd,West Hartford,06119,US,"Great TSO, 278 Park Rd, Ste B, West Hartford, CT 06119",https://s3-media4.fl.yelpcdn.com/bphoto/8IinUB8ufl0EyqA_ZbuHNA/o.jpg,(860) 232-7668
193,Great Wall,4,Chinese,$,685 Silas Deane Hwy,Wethersfield,06109,US,"Great Wall, 685 Silas Deane Hwy, Wethersfield, CT 06109, ",https://s3-media2.fl.yelpcdn.com/bphoto/eOYh6jSfEowKdPLw3jLtFw/o.jpg,(860) 257-9933
194,G's Steaks and Grinders,4.5,Cheesesteaks,$$,2053 Park St,Hartford,06106,US,"G's Steaks and Grinders, 2053 Park St, Hartford, CT 06106, ",https://s3-media1.fl.yelpcdn.com/bphoto/Up4B4uHfukeko7xzgPJ5DA/o.jpg,(860) 216-1690
195,Han Restaurant,4,Hot Pot,$$,310 Prospect Ave,Hartford,06106,US,"Han Restaurant, 310 Prospect Ave, Hartford, CT 06106, ",https://s3-media1.fl.yelpcdn.com/bphoto/Mz5VgzDuY7pt33PgccaM2w/o.jpg,(860) 216-5726
196,Harry's Bishops Corner,4.5,Pizza,$$,732 N Main St,West Hartford,06117,US,"Harry's Bishops Corner, 732 N Main St, West Hartford, CT 06117, ",https://s3-media1.fl.yelpcdn.com/bphoto/gCnIyhI0-Cyy47cMUN7l1Q/o.jpg,(860) 236-0400
197,Harry's Pizza,4,Pizza,$$,39 S Main St,West Hartford,06107,US,"Harry's Pizza, 39 S Main St, West Hartford, CT 06107, ",https://s3-media1.fl.yelpcdn.com/bphoto/akAhN130Yelma1WtSOI2sA/o.jpg,(860) 231-7166
198,Hartford # 1 Chinese Restaurant,3.5,Chinese,$,3155 Main St,Hartford,06120,US,"Hartford # 1 Chinese Restaurant, 3155 Main St, Hartford, CT 06120, ",https://s3-media3.fl.yelpcdn.com/bphoto/LGNBFmH_eDvA3QOUxoJY6Q/o.jpg,(860) 548-0110
199,Hartford Baking,4,Cafes,$,965 Farmington Ave,West Hartford,06107,US,"Hartford Baking, 965 Farmington Ave, West Hartford, CT 06107, ",https://s3-media4.fl.yelpcdn.com/bphoto/wcllX8XhltrMcTAdGk3EHA/o.jpg,(860) 570-1579
200,Hartford Baking Co,4,Coffee & Tea,$$,625 New Park Ave,West Hartford,06110,US,"Hartford Baking Co, 625 New Park Ave, West Hartford, CT 06110, ",https://s3-media3.fl.yelpcdn.com/bphoto/01GVRWdZLCESmTt3WPh2JA/o.jpg,(860) 570-1579
